state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
bihar,valmiki nagar,SATISH CHANDRA DUBEY,M,39,GEN,BJP,Lotus,363860,153,364013,1456598
bihar,valmiki nagar,AMAR SAHANI,M,38,GEN,BED,Cauliflower,35888,0,35888,1456598
bihar,valmiki nagar,PROF. AMARESH PRASAD,M,62,ST,JMM,Bow & Arrow,27603,0,27603,1456598
bihar,valmiki nagar,DACTAR MAHTO,M,44,GEN,JPS,Saw,5524,1,5525,1456598
bihar,valmiki nagar,DHARMESH PRASAD VARMA,M,68,GEN,AAAP,Broom,6008,0,6008,1456598
bihar,valmiki nagar,VIRENDRA PRASAD GUPTA,M,45,GEN,CPI(ML)(L),Flag with Three Stars,12581,0,12581,1456598
bihar,valmiki nagar,OM SHANTI BABA,M,50,GEN,IND,Almirah,4371,0,4371,1456598
bihar,valmiki nagar,DILIP VARMA,M,60,GEN,IND,Kite,58804,13,58817,1456598
bihar,valmiki nagar,DRAVYAN URAON,M,26,ST,IND,Cot,8013,0,8013,1456598
bihar,valmiki nagar,NANDLAL RAM,M,49,SC,IND,Ceiling Fan,10786,0,10786,1456598
bihar,valmiki nagar,MANOHAR MANOJ,M,45,GEN,IND,Basket containing Fruits,11509,0,11509,1456598
bihar,valmiki nagar,None of the Above,,0,,NOTA,NOTA,15515,0,15515,1456598
bihar,paschim champaran,PRAKASH JHA,M,61,GEN,JD(U),Arrow,260935,43,260978,1413148
bihar,paschim champaran,PRABHU RAJ NARAIN RAO,M,59,GEN,CPM,"Hammer, Sickle and Star",17156,1,17157,1413148
bihar,paschim champaran,RAGHUNATH JHA,M,68,GEN,RJD,Hurricane Lamp,121787,13,121800,1413148
bihar,paschim champaran,DR. SANJAY JAISWAL,M,49,GEN,BJP,Lotus,371138,94,371232,1413148
bihar,paschim champaran,SYED SHAMIM AKHTAR,M,57,GEN,BSP,Elephant,12410,5,12415,1413148
bihar,paschim champaran,ANAND KAUSHAL SINGH,M,34,GEN,AAAP,Broom,4296,1,4297,1413148
bihar,paschim champaran,SUNIL KUMAR RAO,M,41,GEN,CPI(ML)(L),Flag with Three Stars,4940,0,4940,1413148
bihar,paschim champaran,ANAND PRASAD,M,36,GEN,IND,Dolli,5818,0,5818,1413148
bihar,paschim champaran,NAFISH AHAMAD,M,42,GEN,IND,FLUTE,10502,0,10502,1413148
bihar,paschim champaran,MOHAN KUMAR,M,35,GEN,IND,Shuttle,11260,0,11260,1413148
bihar,paschim champaran,RATAN KUMAR SARKAR,M,61,GEN,IND,Diesel Pump,6474,0,6474,1413148
bihar,paschim champaran,SYED IRSHAD AKHTAR,M,37,GEN,IND,Table Lamp,9122,1,9123,1413148
bihar,paschim champaran,None of the Above,,0,,NOTA,NOTA,18803,1,18804,1413148
bihar,purvi champaran,AVANEESH KUMAR SINGH,M,49,GEN,JD(U),Arrow,128604,0,128604,1439253
bihar,purvi champaran,BINOD KUMAR SRIVASTAVA,M,54,GEN,RJD,Hurricane Lamp,208283,6,208289,1439253
bihar,purvi champaran,RADHA MOHAN SINGH,M,64,GEN,BJP,Lotus,400435,17,400452,1439253
bihar,purvi champaran,SURESH PASWAN,M,41,SC,BSP,Elephant,10356,0,10356,1439253
bihar,purvi champaran,ANIL KUMAR SINGH,M,42,GEN,JMBP,Ring,2819,0,2819,1439253
bihar,purvi champaran,AMIT KUMAR CHOUBEY,M,30,GEN,AAAP,Broom,7512,0,7512,1439253
bihar,purvi champaran,MD. NASIRUDDIN,M,42,GEN,JDR,Bat,2607,0,2607,1439253
bihar,purvi champaran,PAWAN KUMAR,M,25,GEN,KS,Hat,2946,0,2946,1439253
bihar,purvi champaran,PARAS NATH PANDEY,M,55,GEN,JPS,Saw,3027,0,3027,1439253
bihar,purvi champaran,MOQIM ANSARI,M,49,GEN,JKNPP,Pressure Cooker,2811,0,2811,1439253
bihar,purvi champaran,RAGHUNATH GUPTA,M,64,GEN,SP,Almirah,2459,0,2459,1439253
bihar,purvi champaran,SHATRUGHAN TIWARI,M,47,GEN,BJKVP,Cup & Saucer,4893,0,4893,1439253
bihar,purvi champaran,DILIP SINGH,M,37,GEN,IND,Ceiling Fan,10759,0,10759,1439253
bihar,purvi champaran,PRAMOD KUMAR PANDEY,M,41,GEN,IND,Air Conditioner,10505,0,10505,1439253
bihar,purvi champaran,SHAMBHU DAS,M,38,SC,IND,Auto- Rickshaw,11371,0,11371,1439253
bihar,purvi champaran,None of the Above,,0,,NOTA,NOTA,13261,0,13261,1439253
bihar,sheohar,ANGESH KUMAR,M,43,GEN,BSP,Elephant,26443,3,26446,1485801
bihar,sheohar,MD ANWARUL HAQUE,M,70,GEN,RJD,Hurricane Lamp,236180,87,236267,1485801
bihar,sheohar,RAMA DEVI,F,65,GEN,BJP,Lotus,372388,118,372506,1485801
bihar,sheohar,SHAHID ALI KHAN,M,54,GEN,JD(U),Arrow,79099,9,79108,1485801
bihar,sheohar,JAGRANATH SAHANI,M,31,GEN,SKLP,Balloon,4398,1,4399,1485801
bihar,sheohar,JATA SHANKAR AATREY,M,51,GEN,ravp,Scissors,4640,1,4641,1485801
bihar,sheohar,MD NASRUDDIN ANSARI,M,41,GEN,NaLP,Kettle,3072,0,3072,1485801
bihar,sheohar,RAMASHANKAR SINGH,M,40,GEN,AIFB,Lion,2845,0,2845,1485801
bihar,sheohar,RAM LOBHIT PASWAN,M,67,SC,BMUP,Cot,2647,1,2648,1485801
bihar,sheohar,LAXMAN PASWAN,M,47,SC,JMM,Bow & Arrow,18681,0,18681,1485801
bihar,sheohar,LOVELY ANAND,F,39,GEN,SP,Bicycle,45999,9,46008,1485801
bihar,sheohar,SHATRUGHNA SAHU,M,38,GEN,AAAP,Broom,8254,2,8256,1485801
bihar,sheohar,RAMASHISH MAHTO,M,69,GEN,IND,Air Conditioner,5941,0,5941,1485801
bihar,sheohar,SHIVANANDAN PRASAD,M,70,GEN,IND,Auto- Rickshaw,12161,0,12161,1485801
bihar,sheohar,SANJAY PRASAD,M,43,GEN,IND,Almirah,8245,0,8245,1485801
bihar,sheohar,None of the Above,,0,,NOTA,NOTA,11670,0,11670,1485801
bihar,sitamarhi,ARJUN RAI,M,42,GEN,JD(U),Arrow,97182,6,97188,1574914
bihar,sitamarhi,MAHESH KUMAR,M,48,GEN,BSP,Elephant,8521,0,8521,1574914
bihar,sitamarhi,SITARAM YADAV,M,66,GEN,RJD,Hurricane Lamp,263251,49,263300,1574914
bihar,sitamarhi,KISHORI DAS,M,63,GEN,AAAP,Broom,18040,3,18043,1574914
bihar,sitamarhi,JAY KUMAR CHAUDHARY,M,36,GEN,LD,Candles,3876,4,3880,1574914
bihar,sitamarhi,BHARAT BHUSHAN SAHNI,M,44,GEN,SKLP,Balloon,2763,0,2763,1574914
bihar,sitamarhi,MAHENDRA PRASAD,M,45,GEN,SJP(R),Battery Torch,3694,1,3695,1574914
bihar,sitamarhi,RAJEEV RANJAN,M,35,GEN,AITC,Flowers and Grass,11249,1,11250,1574914
bihar,sitamarhi,RAM KUMAR SHARMA,M,50,GEN,BLSP,Ceiling Fan,411222,43,411265,1574914
bihar,sitamarhi,SATYENDRA BHANDARI,M,38,GEN,BMUP,Cot,7853,0,7853,1574914
bihar,sitamarhi,SURENDRA KUMAR,M,33,GEN,BJKVP,Cup & Saucer,4501,0,4501,1574914
bihar,sitamarhi,SYED ABU DOJANA,M,49,GEN,SP,Bicycle,4692,0,4692,1574914
bihar,sitamarhi,AJAY KUMAR,M,37,GEN,IND,Brush,5451,3,5454,1574914
bihar,sitamarhi,CHANDRIKA PRASAD,M,39,GEN,IND,Auto- Rickshaw,8846,0,8846,1574914
bihar,sitamarhi,NARENDRA MISHRA,M,56,GEN,IND,Diesel Pump,6078,0,6078,1574914
bihar,sitamarhi,MAHESH NANDAN SINGH,M,44,GEN,IND,Camera,20613,0,20613,1574914
bihar,sitamarhi,MOHAMMAD FAIYAZ AHMAD,M,29,GEN,IND,Bat,7586,0,7586,1574914
bihar,sitamarhi,VINOD SAH,M,42,GEN,IND,Cauliflower,2996,0,2996,1574914
bihar,sitamarhi,SONE LAL SAH,M,66,GEN,IND,Sewing Machine,6115,0,6115,1574914
bihar,sitamarhi,None of the Above,,0,,NOTA,NOTA,5948,1,5949,1574914
bihar,madhubani,ABDUL BARI SIDDIQUI,M,62,GEN,RJD,Hurricane Lamp,337459,46,337505,1627832
bihar,madhubani,PROF. GHULAM GHOUS,M,52,GEN,JD(U),Arrow,56388,4,56392,1627832
bihar,madhubani,HARI NARAYAN YADAV,M,49,GEN,BSP,Elephant,10115,0,10115,1627832
bihar,madhubani,HUKM DEO NARAYAN YADAV,M,77,GEN,BJP,Lotus,357989,51,358040,1627832
bihar,madhubani,ANIRUD SAHU,M,41,GEN,SJP(R),Battery Torch,9474,0,9474,1627832
bihar,madhubani,KUMARI RITA,F,34,GEN,SHS,Bow & Arrow,30942,0,30942,1627832
bihar,madhubani,DHRUB NARAYAN KARN,M,54,GEN,CPI(ML)(L),Flag with Three Stars,6750,0,6750,1627832
bihar,madhubani,NEERAJ PATHAK,M,30,GEN,AAAP,Broom,9715,3,9718,1627832
bihar,madhubani,FAIZ AHMAD,M,34,GEN,JPJD,Diesel Pump,8464,0,8464,1627832
bihar,madhubani,RATNESHWAR JHA,M,50,GEN,AKBMP,Coconut,6663,0,6663,1627832
bihar,madhubani,VIJAY KUMAR,M,26,GEN,IND,Brush,7453,0,7453,1627832
bihar,madhubani,None of the Above,,0,,NOTA,NOTA,18936,1,18937,1627832
bihar,jhanjharpur,DEVENDRA PRASAD YADAV,M,58,GEN,JD(U),Arrow,183575,16,183591,1668405
bihar,jhanjharpur,MANGANI LAL MANDAL,M,65,GEN,RJD,Hurricane Lamp,280024,49,280073,1668405
bihar,jhanjharpur,MANILAL SAHU,M,69,GEN,BSP,Elephant,14188,2,14190,1668405
bihar,jhanjharpur,BIRENDRA KUMAR CHAUDHARY,M,60,GEN,BJP,Lotus,335440,41,335481,1668405
bihar,jhanjharpur,MD. AKHTAR ALI,M,44,GEN,JPJD,Diesel Pump,9387,1,9388,1668405
bihar,jhanjharpur,TILIYA DEVI,F,66,SC,AAAP,Broom,9440,1,9441,1668405
bihar,jhanjharpur,MD. FAIYAZ KHAN,M,45,GEN,JDR,Bat,5439,0,5439,1668405
bihar,jhanjharpur,VIGHNESH BHAGAT,M,41,GEN,BMUP,Cot,3727,0,3727,1668405
bihar,jhanjharpur,BIPIN KUMAR JHA,M,35,GEN,BVM,Basket containing Fruits,7358,0,7358,1668405
bihar,jhanjharpur,HAIDAR,M,49,GEN,VIP,Gas Cylinder,5653,0,5653,1668405
bihar,jhanjharpur,AWDHESH KUMAR SHINGH,M,46,GEN,IND,Whistle,4248,0,4248,1668405
bihar,jhanjharpur,IBRAHIM ABBASI,M,36,GEN,IND,Brush,4811,0,4811,1668405
bihar,jhanjharpur,CHANDRA MOHAN JHA,M,59,GEN,IND,Chappals,9823,0,9823,1668405
bihar,jhanjharpur,CHHEDI RAM,M,35,SC,IND,Sewing Machine,7632,0,7632,1668405
bihar,jhanjharpur,JANAK ROY,M,71,GEN,IND,Almirah,8689,0,8689,1668405
bihar,jhanjharpur,PAWAN KUMAR,M,37,GEN,IND,Cup & Saucer,17790,0,17790,1668405
bihar,jhanjharpur,BARUN KUMAR JHA,M,52,GEN,IND,Ceiling Fan,13833,0,13833,1668405
bihar,jhanjharpur,RAM CHANDRA SAFI,M,47,SC,IND,Kite,8083,0,8083,1668405
bihar,jhanjharpur,DR. BINAY KUMAR JHA,M,56,GEN,IND,Battery Torch,3956,0,3956,1668405
bihar,jhanjharpur,None of the Above,,0,,NOTA,NOTA,8043,0,8043,1668405
bihar,supaul,AMAN KUMAR SAMAJSEVI,M,33,GEN,BSP,Elephant,21233,0,21233,1525583
bihar,supaul,KAMESHWAR CHAUPAL,M,58,GEN,BJP,Lotus,249687,6,249693,1525583
bihar,supaul,DILESHWAR KAMAIT,M,68,GEN,JD(U),Arrow,273255,0,273255,1525583
bihar,supaul,RANJEET RANJAN,F,41,GEN,INC,Hand,332925,2,332927,1525583
bihar,supaul,JAY NARAYAN YADAV,M,49,GEN,CPI(ML)(L),Flag with Three Stars,11566,0,11566,1525583
bihar,supaul,DEV NARAYAN YADAV,M,66,GEN,BMUP,Cot,4825,0,4825,1525583
bihar,supaul,PARMESHWAR JHA,M,62,GEN,AAAP,Broom,9604,0,9604,1525583
bihar,supaul,MOHAMMAD AMANULLAH,M,32,GEN,IUML,Ladder,5116,0,5116,1525583
bihar,supaul,SHAKALDEV MANDAL,M,70,GEN,SJP(R),Battery Torch,5964,0,5964,1525583
bihar,supaul,SURESH KUMAR AZAD,M,46,GEN,JHP,Scissors,14754,0,14754,1525583
bihar,supaul,BINOD KUMAR SAHU,M,45,GEN,IND,Almirah,8908,0,8908,1525583
bihar,supaul,RAMDEV SHARMA,M,55,GEN,IND,Brush,10687,0,10687,1525583
bihar,supaul,None of the Above,,0,,NOTA,NOTA,21996,0,21996,1525583
bihar,araria,ABDUL RAHMAN,M,29,GEN,BSP,Elephant,17724,0,17724,1587332
bihar,araria,TASLEEM UDDIN,M,72,GEN,RJD,Hurricane Lamp,407975,3,407978,1587332
bihar,araria,PRADEEP KUMAR SINGH,M,48,GEN,BJP,Lotus,261470,4,261474,1587332
bihar,araria,VIJAY KUMAR MANDAL,M,51,GEN,JD(U),Arrow,221769,0,221769,1587332
bihar,araria,MD. ASLAM BEG,M,35,GEN,JDR,Bat,5149,0,5149,1587332
bihar,araria,CHANDRA BHUSHAN,M,48,GEN,AAAP,Broom,5685,0,5685,1587332
bihar,araria,RAJESH KUMAR,M,46,GEN,BVM,Basket containing Fruits,4646,0,4646,1587332
bihar,araria,RAMANAND RISHIDEO,M,63,SC,LD,Black Board,3411,0,3411,1587332
bihar,araria,BIDAYANAND PASWAN,M,61,SC,BMUP,Cot,3350,0,3350,1587332
bihar,araria,SANJAY KUMAR RISHIDEV,M,32,SC,CPI(ML)(L),Flag with Three Stars,5292,0,5292,1587332
bihar,araria,SAR WAT JAHRE ANSARI,F,37,GEN,SJP(R),Battery Torch,6376,0,6376,1587332
bihar,araria,ALAMDAR HUSSAIN,M,38,GEN,IND,Almirah,5645,0,5645,1587332
bihar,araria,PANKAJ KISHOR MANDAL,M,34,GEN,IND,Auto- Rickshaw,10704,0,10704,1587332
bihar,araria,None of the Above,,0,,NOTA,NOTA,16608,0,16608,1587332
bihar,kishanganj,AKHTARUL IMAN,M,48,GEN,JD(U),Arrow,55811,11,55822,1438990
bihar,kishanganj,DR DILIP  KUMAR JAISWAL,M,50,GEN,BJP,Lotus,298762,87,298849,1438990
bihar,kishanganj,MD.NAUSHAD,M,35,GEN,BSP,Elephant,14903,0,14903,1438990
bihar,kishanganj,MOHAMMAD ASRARUL HAQUE,M,67,GEN,INC,Hand,493294,167,493461,1438990
bihar,kishanganj,ALIMUDDIN ANSARI,M,59,GEN,AAAP,Broom,15010,0,15010,1438990
bihar,kishanganj,MD. GULAB SIDDIKI,M,44,GEN,LKJP,Air Conditioner,5559,0,5559,1438990
bihar,kishanganj,MANUWER ALAM,M,39,GEN,JDR,Bat,5714,0,5714,1438990
bihar,kishanganj,MOHAMMAD WASIQUR RAHMAN,M,36,GEN,IUML,Ladder,5421,1,5422,1438990
bihar,kishanganj,CHITRANJAN SINGH,M,51,GEN,IND,Almirah,5152,0,5152,1438990
bihar,kishanganj,CHHOTE LAL MAHTO,M,36,GEN,IND,Gas Cylinder,11391,1,11392,1438990
bihar,kishanganj,None of the Above,,0,,NOTA,NOTA,17205,1,17206,1438990
bihar,katihar,TARIQ ANWAR,M,63,GEN,NCP,Clock,431172,120,431292,1446478
bihar,katihar,NIKHIL KUMAR CHOUDHARY,M,68,GEN,BJP,Lotus,316415,137,316552,1446478
bihar,katihar,DR. RAM PRAKASH MAHTO,M,62,GEN,JD(U),Arrow,100741,24,100765,1446478
bihar,katihar,SHIVENDRA KUMAR,M,40,GEN,BSP,Elephant,2685,0,2685,1446478
bihar,katihar,ABDUR RAHMAN,M,51,GEN,BMF,Kite,2489,0,2489,1446478
bihar,katihar,MD. IQBAL AHMAD,M,33,GEN,SJP(R),Battery Torch,1553,0,1553,1446478
bihar,katihar,FULMANI HEMBRAM,F,33,ST,BVM,Basket containing Fruits,3096,0,3096,1446478
bihar,katihar,BALESHWAR MARANDI,M,60,ST,JMM,Bow & Arrow,33593,0,33593,1446478
bihar,katihar,BIBHAKER JHA @ VICTOR JHA,M,37,GEN,AAAP,Broom,4317,6,4323,1446478
bihar,katihar,MAHBUB ALAM,M,57,GEN,CPI(ML)(L),Flag with Three Stars,9461,0,9461,1446478
bihar,katihar,MAHAMMAD HAMID MOBARAK,M,39,GEN,AITC,Flowers and Grass,8392,0,8392,1446478
bihar,katihar,MAHESH MANDAL,M,34,GEN,BMUP,Cot,1980,0,1980,1446478
bihar,katihar,SATYANARAYAN BHAGAT,M,68,GEN,PSS,Bread,2550,0,2550,1446478
bihar,katihar,SURESH RAY,M,40,SC,RVNP,Auto- Rickshaw,4450,0,4450,1446478
bihar,katihar,ASHOK KUMAR,M,44,GEN,IND,Ceiling Fan,9000,0,9000,1446478
bihar,katihar,ASHOK KU BHAGAT,M,42,GEN,IND,Air Conditioner,15547,0,15547,1446478
bihar,katihar,KANHAI MANDAL,M,38,GEN,IND,Almirah,10516,0,10516,1446478
bihar,katihar,MD. TARIQ ANWAR,M,28,GEN,IND,Balloon,4507,7,4514,1446478
bihar,katihar,NALINI MANDAL,M,48,GEN,IND,Cauliflower,7969,0,7969,1446478
bihar,katihar,RAJ KUMAR MANDAL,M,48,ST,IND,Scissors,2141,0,2141,1446478
bihar,katihar,SANJAY SINGH,M,44,GEN,IND,Bat,1675,0,1675,1446478
bihar,katihar,None of the Above,,0,,NOTA,NOTA,3285,2,3287,1446478
bihar,purnia,AMARNATH TIWARI,M,59,GEN,INC,Hand,124275,69,124344,1582626
bihar,purnia,UDAY SINGH ALIAS PAPPU SINGH,M,61,GEN,BJP,Lotus,301979,178,302157,1582626
bihar,purnia,RAJ KUMAR ORAON,M,44,ST,BSP,Elephant,11195,1,11196,1582626
bihar,purnia,SANTOSH KUMAR,M,35,GEN,JD(U),Arrow,418717,109,418826,1582626
bihar,purnia,ANIL KUMAR MAHTO,M,30,GEN,JPS,Saw,9162,0,9162,1582626
bihar,purnia,PANKAJ KUMAR SINGH,M,48,GEN,CPI(ML)(L),Flag with Three Stars,7912,0,7912,1582626
bihar,purnia,PRAMOD NARAYAN PODDAR,M,57,GEN,BJJD,Kite,4662,2,4664,1582626
bihar,purnia,FAGU MARANDI,M,63,ST,JDP,Cup & Saucer,3439,1,3440,1582626
bihar,purnia,MANSUR ALAM,M,45,GEN,SP,Bicycle,3370,0,3370,1582626
bihar,purnia,MD SHAMSHER ALAM,M,48,GEN,JMM,Bow & Arrow,50446,0,50446,1582626
bihar,purnia,MD SHAHID AKHTAR,M,59,GEN,BMUP,Cot,5137,0,5137,1582626
bihar,purnia,SYED SHAH EQBAL ALAM,M,48,GEN,BEMP,Battery Torch,6324,0,6324,1582626
bihar,purnia,SUDEEP ROY,M,50,GEN,AAAP,Broom,16628,2,16630,1582626
bihar,purnia,MD AKHTAR ALI,M,32,GEN,IND,Envelope,5849,0,5849,1582626
bihar,purnia,KUNJ BIHARI PASWAN,M,52,SC,IND,Balloon,8321,0,8321,1582626
bihar,purnia,NAVLESH PATHAK,M,52,GEN,IND,Almirah,18776,0,18776,1582626
bihar,purnia,SANJAY SINGH,M,35,GEN,IND,Cake,9196,0,9196,1582626
bihar,purnia,None of the Above,,0,,NOTA,NOTA,11980,2,11982,1582626
bihar,madhepura,GULJAR KUMAR,M,31,GEN,BSP,Elephant,18084,0,18084,1725693
bihar,madhepura,RAJESH RANJAN @ PAPPU YADAV,M,46,GEN,RJD,Hurricane Lamp,368876,61,368937,1725693
bihar,madhepura,VIJAY KUMAR SINGH,M,56,GEN,BJP,Lotus,252466,68,252534,1725693
bihar,madhepura,SHARAD YADAV,M,66,GEN,JD(U),Arrow,312711,17,312728,1725693
bihar,madhepura,ANWAR ALAM,M,38,GEN,AAAP,Broom,9537,1,9538,1725693
bihar,madhepura,CHANDRASHEKHAR YADAV,M,37,GEN,BMUP,Cot,3768,0,3768,1725693
bihar,madhepura,BHIKHA PASWAN,M,51,SC,BVM,Basket containing Fruits,6649,0,6649,1725693
bihar,madhepura,MOHAMMAD ARSHAD HUSSAIN,M,38,GEN,PECP,Ceiling Fan,9585,0,9585,1725693
bihar,madhepura,SAJAN KUMAR JHA,M,42,GEN,JMBP,Ring,4396,0,4396,1725693
bihar,madhepura,PRASANNA KUMAR,M,61,GEN,IND,Almirah,5369,1,5370,1725693
bihar,madhepura,MINA DEVI,F,38,GEN,IND,Sewing Machine,9039,0,9039,1725693
bihar,madhepura,RAJO SAH,M,34,GEN,IND,Cup & Saucer,12247,0,12247,1725693
bihar,madhepura,None of the Above,,0,,NOTA,NOTA,21924,0,21924,1725693
bihar,darbhanga,MD. ALI ASHRAF FATMI,M,60,GEN,RJD,Hurricane Lamp,279905,1,279906,1495445
bihar,darbhanga,KIRTI AZAD,M,55,GEN,BJP,Lotus,314933,16,314949,1495445
bihar,darbhanga,DURGA NAND MAHAVIR NAYAK,M,42,GEN,BSP,Elephant,8835,0,8835,1495445
bihar,darbhanga,SANJAY KUMAR JHA,M,46,GEN,JD(U),Arrow,104494,0,104494,1495445
bihar,darbhanga,HADAY NA. YADAV,M,72,GEN,CPM,"Hammer, Sickle and Star",11606,0,11606,1495445
bihar,darbhanga,KEDAR KU. KESHAV,M,46,GEN,SHS,Bow & Arrow,25277,0,25277,1495445
bihar,darbhanga,JAINATH,M,33,SC,BMUP,Cot,2956,0,2956,1495445
bihar,darbhanga,DR. PRABHAT RANJAN DAS,M,56,GEN,AAAP,Broom,7550,0,7550,1495445
bihar,darbhanga,FAISAL AHMAD,M,28,GEN,JDR,Bat,2900,0,2900,1495445
bihar,darbhanga,BRAHMADEO PRASAD KARYEE,M,61,GEN,BJKVP,Cup & Saucer,2929,0,2929,1495445
bihar,darbhanga,COLONEL LAKSHMESHWAR MISHRA,M,55,GEN,CPI(ML)(L),Flag with Three Stars,9111,0,9111,1495445
bihar,darbhanga,SADRE ALAM KHAN,M,65,GEN,AKBMP,Coconut,4558,0,4558,1495445
bihar,darbhanga,KRISHNA KUMAR PASWAN,M,29,SC,IND,Kite,10080,0,10080,1495445
bihar,darbhanga,PRADEEP PASWAN,M,38,GEN,IND,Almirah,5963,0,5963,1495445
bihar,darbhanga,PRAVIN KUMAR JHA,M,41,GEN,IND,Gas Cylinder,16125,0,16125,1495445
bihar,darbhanga,None of the Above,,0,,NOTA,NOTA,21103,0,21103,1495445
bihar,muzaffarpur,AKHILESH PD SINGH,M,44,GEN,INC,Hand,246869,4,246873,1551363
bihar,muzaffarpur,AJAY NISHAD,M,45,GEN,BJP,Lotus,469282,13,469295,1551363
bihar,muzaffarpur,RAJEEV RANJAN,M,34,GEN,BSP,Elephant,9069,0,9069,1551363
bihar,muzaffarpur,VIJENDRA CHAUDHARY,M,47,GEN,JD(U),Arrow,85135,5,85140,1551363
bihar,muzaffarpur,AKSHAY VERMA,M,27,GEN,SKLP,Balloon,7569,0,7569,1551363
bihar,muzaffarpur,ASHOK KUMAR JHA,M,48,GEN,SHS,Bow & Arrow,19945,0,19945,1551363
bihar,muzaffarpur,ASHOK KUMAR SINGH,M,62,GEN,SUCI,Glass Tumbler,3734,0,3734,1551363
bihar,muzaffarpur,KUNAL PRIYADARSHI,M,29,GEN,RKSP,Camera,2471,0,2471,1551363
bihar,muzaffarpur,DEVENDRA RAKESH,M,63,GEN,BJKVP,Cup & Saucer,2299,0,2299,1551363
bihar,muzaffarpur,NAVAL KISHORE JHA,M,36,GEN,SJP(R),Battery Torch,2364,0,2364,1551363
bihar,muzaffarpur,NILU SINGH,F,41,GEN,PBI,Gas Stove,2271,0,2271,1551363
bihar,muzaffarpur,PANKAJ KUMAR SRIVASTAVA,M,44,GEN,JPJD,Diesel Pump,3365,0,3365,1551363
bihar,muzaffarpur,PRABHAT SUMAN,M,33,GEN,AAAP,Broom,6945,0,6945,1551363
bihar,muzaffarpur,MADHUR SHEEL,M,45,GEN,JMBP,Electric Pole,4309,0,4309,1551363
bihar,muzaffarpur,MAHESH RAI,M,54,GEN,BMUP,Cot,7978,0,7978,1551363
bihar,muzaffarpur,RAGHVENDRA PRATAP SINGH,M,25,GEN,ravp,Scissors,13283,0,13283,1551363
bihar,muzaffarpur,RAJESH KUMAR,M,26,SC,AIFB,Lion,6118,0,6118,1551363
bihar,muzaffarpur,SHATRUDHAN SAHNI,M,42,GEN,CPI(ML)(L),Flag with Three Stars,8223,0,8223,1551363
bihar,muzaffarpur,AJITANSH GAUR,M,25,GEN,IND,Television,2755,0,2755,1551363
bihar,muzaffarpur,KAMLESH CHOUDHARY,M,41,SC,IND,Ceiling Fan,3147,0,3147,1551363
bihar,muzaffarpur,DEEPAK KUMAR,M,32,GEN,IND,Coconut,1809,0,1809,1551363
bihar,muzaffarpur,NAGESHWAR PRASAD SINGH,M,45,GEN,IND,Cauliflower,9202,0,9202,1551363
bihar,muzaffarpur,MAHESH PASWAN,M,46,SC,IND,BUCKET,1749,0,1749,1551363
bihar,muzaffarpur,MOHAMMAD ANWARUL HAQUE,M,41,GEN,IND,Candles,2354,0,2354,1551363
bihar,muzaffarpur,MOHMMAD TAIYAB,M,43,GEN,IND,Auto- Rickshaw,2269,0,2269,1551363
bihar,muzaffarpur,RAVI SHANKAR PASWAN,M,48,SC,IND,Kite,3334,0,3334,1551363
bihar,muzaffarpur,RUPESH KUMAR KUAR,M,31,GEN,IND,Letter Box,2370,0,2370,1551363
bihar,muzaffarpur,SHRAVAN KUMAR JHA,M,30,GEN,IND,Pressure Cooker,3746,0,3746,1551363
bihar,muzaffarpur,SURESH KUMAR,M,45,GEN,IND,Batsman,5211,0,5211,1551363
bihar,muzaffarpur,None of the Above,,0,,NOTA,NOTA,9690,0,9690,1551363
bihar,vaishali,RAGHUVANSH PRASAD SINGH,M,67,GEN,RJD,Hurricane Lamp,206180,3,206183,1566321
bihar,vaishali,RAMA KISHORE SINGH,M,51,GEN,LJP,Bungalow,305446,4,305450,1566321
bihar,vaishali,VIJAY KUMAR SAHNI,M,63,GEN,JD(U),Arrow,145180,2,145182,1566321
bihar,vaishali,SHANKAR MAHTO,M,42,GEN,BSP,Elephant,23676,1,23677,1566321
bihar,vaishali,INDRADEO ROY,M,51,GEN,SUCI,Glass Tumbler,5218,0,5218,1566321
bihar,vaishali,JAYNARAYAN SAH,M,59,GEN,BJKVP,Cup & Saucer,3191,0,3191,1566321
bihar,vaishali,MD. NAUSHAD,M,25,GEN,VIP,Gas Cylinder,3866,0,3866,1566321
bihar,vaishali,PARMESHWAR RAM,M,64,SC,BMUP,Cot,4000,0,4000,1566321
bihar,vaishali,MUKESH RAM,M,29,SC,RKSP,Air Conditioner,5497,0,5497,1566321
bihar,vaishali,RAAJ MANGAL PRASAD,M,54,GEN,AAAP,Broom,7768,0,7768,1566321
bihar,vaishali,VINOD PANDIT,M,34,GEN,LPSP,Almirah,6430,0,6430,1566321
bihar,vaishali,MD.HASIB,M,45,GEN,RSMD,Sewing Machine,11075,0,11075,1566321
bihar,vaishali,ANU SHUKLA,F,38,GEN,IND,Kite,104228,1,104229,1566321
bihar,vaishali,JITENDRA PRASAD,M,40,GEN,IND,Balloon,12369,0,12369,1566321
bihar,vaishali,BALENDRA SINGH,M,66,GEN,IND,Bottle,15178,0,15178,1566321
bihar,vaishali,DR. MOHAMMAD NABI HASSAN,M,30,GEN,IND,Brief Case,22455,0,22455,1566321
